tgt,src
Why don't you want to invite me for a beach party,علاش مابغيتيش تعرض عليا لحفلة ديال البحر
why are you asking?,علاش كتسال؟
the towel is durty,هاد المنتقال كايعبان
you are underrated,نتا غير تقليص
I'm waiting for you to tell of between these two meals,كانتسنّا فيك ت قرّح بين هاد دوي الماكلة
Don't be so impatient,بلا ما تكوني شحال من الصبر
When will you help me?,إمتا غادي تساعدني
I don't know,ماعرفتش
the cafe was cool,كان هاد القهوة باردة
I'm waiting for you to keep your self in a room when sick,كانتسنّا فيك ت تبقى راسك ف شي شي بيت فاش تكون مريض
you are not source of problems,ماشي نتي ديال المشاكل
its my own son,راه ولدي
he like to play foot at night,كايعجبو يلعب كورة فليل
The bottles of the oil get their seal ruined.,القراري ديال الزيت كايخسرو الخيط
Don't watch over him,بلا ما تحافظ عليه
still renting,مازال كايكران
i'm in front of the door,أنا كاين منبعد الباب
do you enjoy trying new things?,كيعجبك تجربة على شي حاجة جديدة؟
I won't answer you,مابقيتش باغي نرد عليك
we will be friend forever,غادي نكون صحابي ديما
What's going on?,شنو كايدور؟
why you're lying?,مالك كدب؟
I need to plates like these. ,خاصني نستعمل طبلا كداكشي
whether,واش
Don't give him your secret,بلا ما تعطيه سرية ديالك
we love each other,حنا كناحبان
go to the groceriy shop,سير عند البوركيزا
my (male) cousin and i are the same age,أنا و خويا واحد عمر
did all the students come,واش جاو كلّ طلاب
how do I get to Mohamed the fifth street,كيفاش غادي نصل لمحمد ف شارع الخامس
he is a swindler,راه خبي
unreachable,ماشي لي يقدر
Can I hold your hand please?,واش نقدر ندير ليك يدك عفاك؟
I dont think i will mess ,مانضنش غادي نخلّس
he paid rent for one room,ديك الكر على واحد بيت
You don't have to say nothing ,ماتحتاجش تقول والو
if only i was dynamic,كون غير قدرت ن دير ديمانيك
blame only yourself,إلقاء على راسك
the price was a steal for the features the item offered,سعر كان مسروق على الميزايا لي كانو عرضها
how do you find my hair,كيفاش كتقلب على شعري
that was a stroke of luck,هاداك كان واحد الحظ
A joint application is difficult to be accepted.,طلب مشترك صعيب يقبل
Did she take care of you much?,واش كانت كاتعني بك بزاف؟
she went up until she saw from above,تسلقت حتى شفت من فوق
i took my clothes and went,أنا ديت حوايجتي و مشيت
smoking cause throat cancer ,التدخين كايسبّب ليك سرطان ديال الحنجرة
i wont leave you,ماغاديش نخلّاك
It should soften quite quickly in the water,خاص يتلع ف الما بزرب
i know a girl works for 450dh,عارفة واحد البنت كايخدم ل 450 درهم
you should never talk to me arrogantly,عمرك ت حدّد معايا بڭاعك
many time i go to court,بزاف ديال مرات كانمشي ل المحكمة
i forgot to tell you,نسيت نقولك
I dont think heal you,مانضنش غادي يديرك
wedding gifts requires too much money,الكادو ديال العرس كايكسبو فلوس بزّاف
this type,هاد النوع
this idea is practical,هاد فكرة مفيدة
I dont think he will cut down fatty food,مانضنش غادي يقطع الماكلة ديالو
this boy has well reputation,راه معروف هاد الولد
I am just pulling your leg,أنا غير كانجلب لكريتك
You don't want to have a baby,مابغيتيش ت ولد
Good night,مساء الخير
if only I could do my parents instruction,كون غير قدرت ن دير تعليمات الواليد
he was awake all night,راه مستيقظ ليلا
you slept on your side next to me and feel relaxed,ناعستي على جانبي و راكتي راحة
bring your memories back,جيب ليك ليك دكشي لي عارفك
everyone is a robber,كولشي هو ديك ليك
why do you treat me like this?,علاش كاتعاملني بحال هادا؟
he got tired in the road,عيان ف طريق
turn on the phone,تشعل تيليفون
you are not a man,نتا ماشي راجل
It's good to get some rest.,مزيان نريح شوية.
when will you give birth,إمتا غادي تلود
And I'm talking about essential oils.,و أنا كانڭول على الزيوت الأساسيين.
i like this song,عجباتني هاد لغنية
Have you tried to reduce alcohol,عمرك جربتي تقليص على الكحول
Don't twist my words,بلا ماتعويض ليا الكلمات ديالي
I dont think i will  find a fund raiser,مانضنش غادي نلقاهوم شي واحد لي كايجمع ليا
I've flown quite a few times,طارت بزاف ديال مرات
help me  people,ساعدو ناس
teacher please the new song,أستا معاك أسيمان أغاني جديدة
good morning,صباح الخير
When did you finish the work?,امتا سالتي الخدمة؟
What's important is that you did your part,لي مهم هو أنك درتي ليك نصيبك
I'll show it to you,غادي نروها ليك
i just wanna know your story,أنا غير بغيت نعرف قصتك
I'm waiting for you to jump from the balcony,كانتسنّا فيك ت قعد من البالكون
you told us nothing,ماڭوليتينا والو
the file is complete,الملف كامل
its late now,راه فات الحال
Have you tried to build a good teach,عمرك جربتي تبني شي درس مزيان
fried chicken,دجاج مقلي
the ballon is not inflated,البالون ماشي مليف
whats hard you did it,شحال درتي هادشي
i resigned when he grabbed the knife,واخا تسلمت فاش شفت ليه دك سكّين
i will punish you,أنا غادي نعاقبك
I dont think i will  fix the bus,مانضنش غادي نستدير ليا لترابيس
i was in sala,كنت ف صالا
if only I could execute you for what you did,كون غير قدرت ن تنقصك على داكشي لي درتي
I dare you to not go outside your home,نتحداك ماتخرجش من دارك
you need to see a doc asap,خاصك تشوف طبيب بزربة
"Be careful, these rocks are rather slippery, don't want to fall",كنّا واعي، هاد الحجر زلقين شوية، مابغيتيش تسقط
I am hopeful that you can help me,كانتمنى تقدر تساعدني
i give off money to charity,أنا كايعطيك الفلوس لخدمة الخيرية
it's a honda right ?,راه هوندا صح؟
i don't know what to say,ماعرفتش أش غانڭول
i will go change now,أنا غادي نبدل دابا
ok i will see if they are available,واخا غادي نشوف واش راهومو
And I put them on their feet each time,و كانحطهم على رجلهم كل مرة
wanan try it,بغيتي تجربها
the mountains here are pretty,جبال هنا زوينين
 you welcomed visit us,مرحبا بيكي تزورنا
this night we go,هاد الليلة نمشيو
if only I could do a good offer,كون غير قدرت ن تقدّر ليك شي عرض زوين
your joke is bad,هاد النكتة ديالك خايبة
is she related to you ?,واش هي قريتك؟
i thought that he will heal me fast,كان كيسحاب ليا غادي يشفّني بزّربة
He bit the apple,عمر التم
I want to gather for her,بغيت نجمع ليها
did you forgot something,واش نسيت شي حاجة
what hurts you hurts us,أشنو كايضرّك كايضرّنا
this bridge is awesome,هاد الجسر زوين
she knows what she is doing,هي عارفة شنو كاندير
wash your hands,غسّل يديك
boxes of plastic,كاترونات ديال البلاسطيك
"Yes, I understand.","آه, فهمت."
no one,تاواحد
I dare you to dance oriental,نتحداك تڭول ليا داك لمشرق
You don't want to piss anyone off,مابغيتيش تخلّف شي واحد
knock the door,تقلب على الباب
i will call you a taxi,أنا غادي نستدع ليك تاكسي
"I have principles, I told you",عندي مبادئ، قلت ليك
you did bad sis,ختي درتي الخايبة
"you will forget, you will get up and continue doing your job",غادي تنساه، غادي تحض و تتابع خدمتك
this will make you forget everything,هادشي غادي يخلّك تنسا كلشي
this is hard work,هادشي خدام صعيب
everyone wants to get rid of her,كولشي بغاي يخلص منها
i see his eyes,كانشوفو فالعينين
i thought he will did it voluntarly,كان كيسحاب ليا غادي يديرها داو
Is there any left?,واش باقي شي حاجة؟
where this bus is going,فين غادي هاد الباص
take me with you sis,خليني معاك أختي
this house is on the forest,راه هاد دار ف الغابة
she went,مشات
send me money,سفت ليا فلوس
the only music I do is Jazz,الموسيقى الوحيدة لي كانديرها هي الجاز
he knows well,راه عارف بزاف
see what to win,شوفي شنو غانربح
this job isnt official,هاد الخدمة ماشي رسمية
i will make it now,أنا غادي نديرها دابا
I'm cleaning the ground,أنا كانخلّس لتراب
We could just phone for a taxi?,نقدرو غير نتلقاو لتاكسي؟
if only I could not agree to him,كون غير قدرتش نعاود ليه
again,مرة أخرى
I dare you to meet that player,نتحداك ت تقابل داك لعب
i agree with you,أنا متفق معاك
week,سيمانة
which one is better,أشنو أحسن
he wairs for you outside,كايسحابك فالعرب
yesterday I was busy all day long,البارح كنت مشغول نهار كامل
i will not do you problems,مابقيتش باغي نخلّط عليك
i think if i could go in this place,تانفكّر واش نقدر نمشي لهاد لمكان
he is the one that took my money,هو لي خدي ليا فلوس
dont be hypocrite,ماتكونش منافق
I'am so hungry,أنا جاع بزاف
you should never complain to people,عمرك تشتكي على ناس
to you to brother,ليك على أخوك
What about the time when we were playing cards,و كيفاش وقت لي كنا كانلعبو ل كارت
Talk isn't what will console you.,الحضرة ماغاديش تڭعّيك.
its not a big deal,ماشي حاجة كبيرة
You'll find more animals there than those cats!,غادي ت لقاو شي حيوانات كتر من هاداك القطط!
first time on a plane i'm scared,أول مرة ف طيارة كانخافي
you say orders and i execute,نتا كاتقول الأوامر و أنا نخرج
he will take him,هو غادي يديو
I witnessed five presidents only one of them was a director. ,كنت شهود خمسة رئيسي واحد واحد منهم كان مدير
we plan to marry,غانخطاو نزوجو
are they accusing me,واش كايتهموني
you can't imagine my happiness today,ماكادخلوش ليا اليوم فرحان
i was yelling and screaming,كنت كانشوي و كانشوي
why don't you want to mess up ,علاش مابغيتيش تخلّس شي حاجة
I'm graduating next year,أنا غادي نتخرج العام جاي
I don't want to have breakfast,مابغيتش نتافّح
good night everyone,ليلة سعيدة لجميع
they will take my money,غادي يديرو ليا فلوسي
good restaurant,ريسطورة مزيانة
"I run around all day, following orders from my boss,",كانجري نهار كامل، كانتبع الأوامر ديال رئيس ديالي
forgive if I have said something that upset you,سمحلي على قلت شي حاجة لي خايبتك
i thought that he drive well,كان كيسحاب ليا غادي يدير مزيان
go heal up,سير تبرع
risk your life,خايرسك حياتك
you are too late to touch the football,تعطلي بزّاف باش تلمس كورة
I can't take my eyes off of you,مانقدرش نزيد عينيا منك
i went to watch,مشيت نتفرج
you need to marry,خاصك تزوج
go out madam,خرجي أيتها الدراري
i told him at my friend's,قلت ليه عند صاحبي
don't take their opinion into considerations,بلا ما تقدر راجيهم
I can't breath,ماكانقدرش نتنفس
i thought that he will leak the exam,كان كيسحاب ليا غادي يسرق ليك لامتحان
Now your're making fun of me,دابا كاتسخر منّي
He is disturbing me,راه كايزعجني
we needto buy big bags,خاصنا نشرو شي ساكات كبيرة
you are too late to revise,تعطلي بزّاف باش تمدّل ليك
every day they walk from here,كل نهار كايمشي من هنا
"All right, I'll continue to make dessert at the time.",واخا، غادي نستمر ن دير الحلوى فدوق.
i followed it,أنا تاتبعها
This is not a good start to the day,هادشي ماشي بداية مزيانة ديال اليوم
they have fought with knifes and words,حناو ب سكاكين و الكلمات
turn the bleutooth on,تشعل ديبك
It was really good fun yesterday,كان مزيان مزيان البارح
im with you,أنا معاك
she is angry,راه غاضبة
if only I could  interract with you,كون غير قدرت ن تفاهم معاك
stop being envious,ماتغاليش عليك
i cant see nothing,ماكانشوفو
dont promote alchohol brands,ماتنشروش على العربة
You look like my sister,كاتباني على ختي
what do you wanna eat,أش بغيتي تاكل
if that is what you mean,إيلا هادشي لي كاتقصد
too many good deeds,بزّاف ديال الخيرات
this price is cheap,هاد لعبة رخيصة
they should work and not waste time,خليهم يخدمو و ماشي يضربو والوقت
I'am with him in the hospital,أنا معاه فسبيتار
all other places are closed,كل بلاصة أخرى مسدودين
i will brush the board,أنا غادي نفرشّش ليا لوحة
dont yell infront of my daughter,ماتغوتش فداك بنتي
I started screaming at him,بدايت نّصرخ عليه
how did she accept you,كيفاش قبلتك
Don't soften your hair,بلا ماتعفّي شعرك
she knows,راه عارفة
why are you somming in,مالك كايمشي لبرقة
i have good news for you,عندي ليك خبر مزيان
i iwill not suffer from this poverty,مابقيتش باغي نعاني من هاد الفقر
i want to play golf,بغيت نلعب الجولف
what have you done with her,أش درتي معاه
why you dont wanna come to beach,علاش مابغيتيش تجي لبحر
if only I could negotiate with them,كون غير قدرت ن تفاوض معاهم
i dont think exaggerate,مانضنش ليا هادشي
you are lucky,نتا محظو
dont have too many friends,ماعندكش بزاف ديال صحاب
wait until you had lunch and then go,تسنّا ت غدا و بعدم مشي
did you work today,واش خدمتي اليوم
come to casa,أجي ل كازا
"Good evening, how was your day?",مساء الخير، كيداك نهارك؟
what traditional games are popular among children?,أشمن لعبات تقليدية مشهورة بين الأطفال؟
she found a seat for me in the concert last sunday,لقات ليا بلاصة فكونسرت ديال الاحد لي فات
Where are you from?,منين نتا؟
You should have seen it before renting it.,كان عليك تشوفيه قبل ت كريها
i was away,كنت غير
All it does is give me a blocked nose and insect bites,كلشي لي كايديرو هو إعطاو ليا ناسم مسدود و كايعجبني الحشرات
Did you take your medicine?,واش درتي دوا ديالك؟
he doesnt want to go outside,مابغاش يخرج
work is too far from home,الخدمة بعيدة بزّاف من دار
if only I could find a resume,كون غير قدرت ن لقاو سيرجيو
No!,لا!
 you are too late to improve your skills,تعطلي بزّاف باش تخصّص ليك
i need to know,خاصني نعرف
i want white teeth,بغيت سنان بيض
give him a chance,عطيه فرصة
ok wait to call,واخا تسنّا نعاود ليك
she hated her husband,كترفت راجلها
her dream was to continue her study,راني حلمت بلي غادي تبقى دراسها
they are fine and I make them laugh,راهو مزيان و كايجيبو يضحكو
eat it if you want it,كولا ليك إيلا بغيتي
i like to go there,كايعجبني نمشي ليك
Don't show him the way,بلا ما تبرّه طريق
the doors is vlosed,الباب سد
she was starring at her brother,كانت كاتحمل على خوها
They went and put it on masks.,مشاو و وضعو على الماسكات
how the story ended ?,كيفاش خلصت القصة؟
i will not praise you,مابقيتش باغي نستاهلك
i will know from her,أنا غادي نعرفها
do it to cumin,ديرها ليمون
Put the books in order,خلي الكتوب لترتيب
enjoy life,تفضل على الحياة
take care of yourself,دير راسك
Why don't you want to burn fire,علاش مابغيتيش ت حرق داك لور
When will you find a balance between all your responsibilities?,امتا غادي ت لقاو توازن بينو كل مسؤوليات ديالك
tell them to come,قوليهم يجيو
everyday,كل نهار
They will sing Chalha music.,غايغنيو موسيقة ديال تشلّا
It serves you right,كايخدمك
if only i was liked,كون غير قدرت نقدر
this sickness is spread,راه منتشرة هاد المرض
i want to fix my teeth,بغيت نسوي سناني
is that a flaw,واش هادشي كايكون عيب
you did not even let us rest,حتى ماخلّيتينا نرتاح
I'm waiting for you to get a hit ,كانتسنّا فيك ت دخل شي هيت
Great idea!,فكرة مزيانة!
Give me a day,عطيني نهار
you are devious,نتا خايب
you are a liar,نتا كدب
this failed,هادشي فشل
I'm full.,أنا ملي
we had guest noww,كان عندنا زوار دابا
I'm waiting for you to hang the clothes,كانتسنّا فيك ت ت علّق لحوايج
they love you,كايبغيوك
the sea is good today,البحر مزيان اليوم
"let's plan a movie night soon, i've got a list of must watch films",يالاه نقدرو شي ليلة ديال فيلم قريبة، عندي ليكسّ ديال ليكسّ ليفيلم لي خاصو نشوفو
marriage is stable,العرس مستقر
i thought that the country will be better,كان كيسحاب ليا غادي يكون البلاد مزيان
are you mad,واش نتا فخسّ
he went back,رجع
My first ever abroad!,أول مرة لي كانشي ف الخارج!
what songs do you like to listen to during road trips?,اشناهيا الأغاني لي كيعجبك تسمعها فالمسافرين ?
why you did this,علاش درتي هادشي
a man has one year prostate cancer,واحد راجل كان عندو عام واحد من سرطان البروستات
if he knew,كون كان عارف
I do what I want,كاندير داكشي لي بغيت
we studied this,قرا هادشي
is it 9 PM or AM,واش هو 9 ديال العشية ولا صبيح
i searched everywhere,درت فكل مكان
he lives in a villa,كايعيش فشي ولا
i haven't seen that smile for while,شحال مابقيتش كانشوف هاد الابتسامة
i just bought it for my son,أنا غير شريتها ل ولدي
i want some too,بغيت شوية أنا
what did you like,أش عجبك
I can help you,نقدر نعاونك
Why don't you want to show me what you have,علاش مابغيتيش ت عرض ليا شنو عندك
i think just a salade,تانفكّر غير سلاد
what wrong with her is she the only one,أشنو كايخايبها هي الوحيدة
I'm waiting for you to succeed,كانتسنّا فيك ت نجح
i'm wasted this time,راه خايبني هاد المرة
i wish i had a nice car,ماكرهتش كان عندها طونوبيل زوينة
do you want to make me problems,واش بغيتي تخلّص ليا المشاكل
my doc gave me syrop,طبيب عطيني شي شي سيروب
cover the food on the table,سدّل الماكلة ف الطابلة
why you dizzy,مالك عدوة
give me your phone number,عطيني نمرة تيليفون ديالك
you have no where to go,ماعندك فين غادي تمشي
i am sick,أنا مريض
everyone is waiting,كولشي كاتسنّا
you should never send me money,عمرك ت سفتي ليا الفلوس
good prices here,تسعار زوينة هنا
have a good trip,سفرك مزيان
god helps you,الله يعاونك
is there the work ,واش كاين الخدمة
you are too late to ask,تعطلي بزّاف باش تسول
is he don't live with you,واش ماكايعيش معاك
Put the bottle on the table,خلي القرعة على الطابلة
dont take them off,ماتخلّاهوم
water is not available,ماكاينش الما
That's my husband's work. I asked him yesterday ,هادي خدمة ديال زوجي. سئلت ليه البارح
its hard to go to nuclear field,صعيب نمشي لدارة ديال النوو
"But, actually, we're gonna have to stop there.","و لكن, في الحقيقة, غادي نتوقفو غادي."
they're planning a party,كايخطيو شي حفلة
A big one or just a couple of friends?,واحد كبير ولا غير جوج الأصدقاء؟
half an hour,نسبة ساعة
Do you have a problem?,واش عندك مشكل؟
I don't like it.,ماعجباتنيش.
sit in the front,واكس ف الجبهة
perfect! i've been wanting to try some authentic italian dishes,كامل! كنت باغي نحاول شي طبقة ديال الماكلة اليطالية
sit down dont be annoying,ڭلس ماكانها
i'm looking for people who speaks french,كانقلب على شي ناس كايدوي ف الفرنسية
the kitchen is full of problems,الكوزينة ملية بالشكليات
time is of the essence,الوقت هو الحاجة
this is too much for me,هادشي كتر من ليا
he doesnt think like me,ماكانفكّر بحالّي
i have used all my luck,أنا سددت كل لحسّن لي عندي
Have you tried score a freekick,عمرك جربتي تسجل شي واحد فيراني
do i do everything,واش أنا كايدير كلشي
be careful,كون واعي
i dont eat by night its not healthy,ماكانكلش فليل ماشي صحي
Oh,أوه
the clothes are durty,حوايج كترت
next week we go north,سيمانة جاية غادي نمشيو شمال
leave me alone,خليني
too many scamers,بزاف ديال المحتالين
a truck did an accident,توموبيل دار كيسد
I ll get the cards now,غانجي ليكارت دابا
I took what I want,خديت هادشي لي بغيت
You don't want to wire money,مابغيتيش تبدل فلوس
i'm going on elevator,أنا غادي نركب ليكسانسور
are you okay ?,واش نتا بخير؟
see?,شفتي؟
they are cruel to the animals,راه قاسحين مع الحيوانات
Lots of it!,بزاف!
oh what a suprise,أوه أيه مفاجأة
this is the time,هادي هي الوقت
Do you think I could get them to autograph a napkin?,واش كاديني نقدر نحصل عليهم يوقّنو على واحد لمبادلة؟
on the second floor,ف الطابق التاني
you are too late to father your clothes,تعطلي بزّاف باش تعاود حوايجي
no one will remember you,ماغاديش يتفكر فيك شي حد
you need to gather,خاصك تجمع
i prefer to sit,كنفضل نجلس
I dare you to to convince him,نتحداك ت قناعيه
worthy,لي كايستاهل
why are you lying,مالك كيت كدب
the keskas,الكسكة
Why are you laughing?,علاش كتضحك؟
Can you show me on the map?,تقدر توضح ليا فالخريطة؟
you didnt reduce price,ماحدتيش من السعر
i'm coming to home ,أنا جاي لدار
Maybe you could have chosen a cheaper drink!,ممكن تكوني قدرتي تختار شي مشروب رخيص!
if only I could leave that mountain to shake,كون غير قدرت ن دير هاد جبل باش يترتاح
he study in his car,كايقرا ف طونوبيل
how many knife did he stole,شحال ديال سكاكين سدّل
I forgot my bag on the taxi,نسيت الباك ديالي فتاكسي
if this time you waste talking was used for working we would have achieved great things,كون هاد المرة لي خسرك فيها كادوي لخدمة غادي ننجرو شي حاجة كبيرة
But you will get up,ولكن غادي تستيق
I have to go now,خاصني نمشي دابا
"No, he asked for it again.",لا، طلبها مرة أخرى.
this girl from elementry school,هاد البنت من المدرسة الابتدائية
It is a strange thing,راه شي حاجة غريبة
white light of car ,ديك لوراق ليموبيل
he isnt compatible with her,راه ماشي متوافق معاها
My pencil case is big,قلمي كبير
can you talk as well,تقدر تڭول راسك
i woud like to eat a pizza right now,بغيت نكل بيتزا دابا
I cut onions,قطع البصلة
this contry,هاد البلاد
I dare you to stay religious,نتحداك ت بقا واعي
"Notes, Sir, this is not a plan. It's impossible. ",ملاحيات، سيدي، هادشي ماشي خطة، ماشي ممكن
why you did put the bag in the ground,علاش سدتي هاد الباكة ف الأرض
the hospital is noisy,راه هاد المستشفى مزيانة
Thank you so much for your help,شكران بزاف على المعاونة ديالك
deal,فاك
Taxi sounds like a good idea!,تاكسي كايبان فكرة مزيانة!
What do you think of the healthy eating initiative that the Government are getting involved in?,أش بان ليك على البادرة ديال تناول صحي لي كاتدخل فيها الحكومة؟
be relaxed,كون هادشي راك
take us with you,ديرنا معاك
before its too late,قبل ما يتعطل الوقت
my tooth ach,ديني كايجرح
i didn't wake up in good form,ماعنديش ف شكل مزيان
he wil lsell his pc,هو غادي يبيع ليكوبيترو
notice how he tackles defenders*,شوف كيفاش كايديفن داك لدافع
I'd prefer a stubborn spirit in an open space.,كانفضل روحة راسخة ف بلاصة
what is done cannot be undone,لي كايديرو ماكايديرو
you kept forgetiing me,بقيتي كاتنسا عليا
i saw them,شفتهم
my mom made a tajine,ماما درت طاجين
this is funny,هادشي سخيف
you pass too much time,كاتسالي بزّاف ديال الوقت
i miss you ,أنا شفتك
when she went to give brith her husband was scared,ملي مشات تبرز راجلها خايف
Let me be hard working,خليني نبدا الخدمة
i like autimn,كايعجبني القسّان
You don't want to be the head of the government,مابغيتيش تكوني رئيس الحكومة
You don't want to swim,مابغيتيش تسبح
she didnt tell me,ماڭالاتيش ليا
I'd like to exchange this for Dollars,بغيت نبدل هادشي بالدولار
buy coudlnt do nothing,شري ماكديري والو
you need to take advantage of leiseur time,خاصك تستفيد من الوقت لي لي عندك
He's stupid,راه غبي
i'm adopting this cat,أنا كايبني هاد القط
i thought that he will not agree with his father,كان كيسحاب ليا غادي يتفق مع الواليد
tomorrow,غدا
"There's salmon, caviar, and foie.",كاين السلمون، كافيار، وفوي.
this is weird,هادشي غريب
he told him now,قال ليه دابا
what are you thinking to do in the futur,شنو كتفكر نديو ف المستقبل
Let me grow up as I want,خليني نكبر بحال لي بغيت
whatever we found we ate it,أشنو لقينا كلوينا
he told me nice words,قال ليا كلمات زوينة
tis is not logical,هادشي ماشي منطق
it's not my objective,ماشي هاد الهدف ديالي
you are not the one who gonna tell me what to do,ماشي راسك غادي تڭولني أش خاصني ندير
He went shopping online,مشا يشتر على الإنترنت
"Sir, can I ask you a question, please?","أسيدي, نقدر نسولك شي سؤال عفاك؟"
i bought five,شريت خمسة
And a beautiful umbrella!,و شي مظلة زوينة!
go decorate your room,سير زين بيتك
stay at the police station,بقاو ف البوليس
 you are too late to retire from work,تعطلي بزّاف باش تقاعد من الخدمة
he knows how to choose,راه عارف يختار
ok let's go eat outside darling,واخا نخرج نتعشا
if only i gave you reward,كون غير قدرت ن نعطيك مكافأة
you will suffer with him,غادي تعاني معاك
is this the correct learning way,واش هادشي هو طريقة صحيحة ديال التعلم
i forgot this,نسيت هادشي
i have said many times be far from them,قلت ليك بزاف مرة إيلا ماعندهمش
what do you think,أش بان ليك
I hope we can get out quickly!,كانتمنى نخرج بزربة!
I left the house,خرجت من دار
i want to wash my hair,بغيت نستحم شعري
the engineer designed innovative solutions,المهندس داز حلول مبتكرين
my hands tingling,يديا كايحسّن
Where is the toilet?,فين كاين الحمام؟
its not clean food,ماشي الماكلة صافية
I'm trying to have a relaxing time here and I'd prefer not to be disturbed.,كنحاول نستمتع هنا و كانفضل ماشي متخلع
this is my daughter bed,هادي فراشي ديال بنتي
fix it well,سدّو مزيان
use smoked one,خد واحد دخان
i caught one and i did beat him,شديت واحد و درت ليه
can you translate this for me,واش تقدر تترجم ليا هادشي
he was lifting some bags,كان يرفع شي ساكات
Neither is mine.,ولا أنا.
how can i forget,كيفاش نقدر نسا
i said why not talking,قلت ليك علاش ماكتحضرش
He put it for you as an insult. ,راه كتبها ليك كاهدّ
I dont think he will park his car here,مانضنش غادي يوقف سيارتو هنا
"I love animals, but I'm allergic to polite animals",كايعجبوني الحيوانات، ولكن أنا حساسية من الحيوانات اللزينة
have i ever lied,عمرك خدعتي
i didn't succeed,ماعمرنيش
do sport at 6,دير الرياضة عند الستة
I like cheese,كيعجبني الجبن
she has,عندها
is that it?,واش هادشي؟
he wants me,راه بغا يدي
don't repeat the same talk with me,ماتعاودش معايا نفس الحضرة
i will make fotor,أنا غادي ن دير فتور
Are you sure?,واش نتا متأكد؟
at least your work is well done,على الأقل الخدمة ديالك مزيانة
what are you saying in this,شنو كاتڭول فهادشي
don't forget,ماتنساهاش
he is super hungry,راه جوع بزاف
arent you ashamed,ماخايبتكش
the electricity is of,الكهرباء ديال
like im not with them,ماعندهمش
you exaggerated,راه زعزعتي
i will give you a hard hit,أنا غادي نعطيك واحد ضربة صعيبة
My name is Mathilde,سميتي ماتيلدي
we need to go to offer them our condolenses,خاصنا نمشيو نقدمو ليهم لندولينز ديالنا
that's what I think of,هادشي لي كانفكر فيه
But these colors can last several hours,ولكن هاد الألوان تقدر تستمر لعدة ديال الساعات
The washing machine is not working,ماكينة الغسيل ماكاتعملش
join us,اجمعنا
How shall I put it?,كيفاش غادي ن وضعها؟
I don't exercise,ماكانمارش
she let me treat her like that,خلاتني نعتقلها بحال هادشي
It's time for drinks.,حان الوقت باش نشرب.
this is good,هادشي مزيان
always on the plane,ديما فالطيارة
if only i was alone,كون غير قدرت نستيقلو بوحدي
As I scheduled.,كيما خطيت.
the fridge is still open,راه راه راه راه مفتوحة
I have to try,خاصني نحاول
I'm hanging out with my friends,أنا كنت نبقى مع صحابي
you have,عندك
from inside,من داخل
it will be messy,غادي يكون فاشي
if only I could remove my nervosity,كون غير قدرت ن تحيد من العصب
what paper they ask,أشناهيا لي كايسولو
i will give you some money to do gorceries,أنا غادي نعطيك شي فلوس باش ديرها
to make cake of eid,باش ندير لينا كيكة ديال عيد
The bag of flour has exploded. ,ساكة ديال الدوق هربت
don't play with the knife,ماتلعبش مع هاد السكاكين
they told her she will give birth and indeed she did,قالو ليها غادي تلد و بلاش
okay deal,واخا تساوح
how did you get that through security?,كيفاش درتي هادشي من طريق الأمن؟
let me show you something,خليني نروك شي حاجة
this is fairly logical,راه منطقية هادشي
Your tone seemed unwelcoming,تونك كان بغا غير مقرب
"No, I had to walk home",لا، كان خاصني نمشي لدار
apple picking is not in season,ماكايكونش فالموسم
your behaviour has changed,سلوك ديالك تغير
anyway,على كل حال
she suffer to bring me rent money,كايعاني تاجي ليا فلوس للايجار
You don't want to heal because you're always wallowing in your misery,مابغيتيش ت شفّي حيت ديما كيعتير فالمسّح
"Besides, he keeps harassing my friends",و زيد، كايبقى كايزعج صحابي
what else then,شنو غير إذن
i made a mixture for my hair,درت ليا شي مخليط ديال شعري
stop this game,وقف هاد لعبة
You should look for yourself.,خاصك تڭول راسك
The language of deaf and dumb,لغة ديال الصم و الغبي
he didn't have to talk to her that's way,ماكانهضرش يدي معاها هاد الطريقة
It was the least I could do,أقل حاجة لي قدرت ن ديرها
I dont think he will invent something,مانضنش غادي يختير شي حاجة
this plage is not clean,هاد لعبة ماشي صافي
of 15 days they invited her,من 15 نهار عيطوها
our project is successful,راه نجاح المشروع ديالنا
i made my daughter sleep,راني درت بنتي ناعسة
it has everything,كاين فيه كلشي
you are too late to run,تعطلي بزّاف باش تهرب
i forsake it,أنا خليتها
If you paid me more I would press more buttons for help,كون درتي ليا مزيان نضغط على مزيان ديال البوتونات باش نعاون
Are you still late?,واش مازال عطلتي؟
It's scary.,راه مخيف
That's a problem,راه مشكل
i'm craving some chocolate,أنا كنتحسّ شي شكلات
I dont think i will  spill the glass,مانضنش غادي نفرّق داك الكاس
you are my brother,نتا خويا
When will you exchange those items?,إمتا غادي تبدل هادشي؟
I'm going to be sick!,أنا غادي نتمرض!
ramadan mubarak,رمضان مبارك
you should never anounce good news,عمرك تعلن شي خبر مزيان
you are too late to vote,تعطلي بزّاف باش تقر
thank you sir,شكران سيدي
i will never call you,ماعمرني نعاودك
we have,عندنا
you need to think first,خاصك تفكّر أولا
they hold a cultural meeting,كايديرو اجتماع ثقافي
who beat their daughter,لي ضربو بنتهم
i was born in ouarzazate,ولدت ف أوزات
I have to go and cook dinner,خاصني نمشي نسوي العشاء
