tgt,src
It costs 20 dirhams per hour.,كلفت 20 درهم في الساعة
"Anas, you arrived late again this morning!",أناس، وصلتي بزّاف بزّاف ثانية هاد الصباح!
I didn't do anything to her,ماعملش شي حاجة ليها
Have you tried to buy spoiled product,واش جربتي شري بزّاف ديال ديال
I dare you to yell at him,نتحداك ت صيّت عليه
"Do you know how to scream very loud, or sing very loud?",واش عارف كيف نصرخ بزّاف، أو نغنّي بزّاف بزّاف؟
it was like time had slowed down,كان كاين كان الوقت تباطأ
standup if you want me to drive you,واش غادي نوصلك
if only I could work as a trainer,كون غير قدرت نخدم مدرب
It's a scandal!,هاد فضيحة!
It's not stupid,ماشي بغيا
i passed my pfe last month,إجتزت بيفي الشهر الماضي
It tastes bad.,هادشي بزّاف.
which one is your bag,ليا هاد هاد الكيس ديالك
the first half went well,راه راه راه راه راه
"why, just why",علاش، علاش علاش
try another thing,واش نجرب شي شي حاجة أخرى
why don't you want to color this picture,علاش مابغيتيش تلون هاد الصورة
I dont think  swim this way,مانضنشش هادشي
if only you told me before,كون غير قدرت قلت ليا من قبل
don't get fooled by him,مابقيش تاخدش من قبله
You don't want to finish your contract,مابغيتيش تكملي عقدك
Take this medicine,خُذي هاد الدواء
Where are you from?,من أين أنت؟
i thought that he will cry when he see orphans,كان كيسحاب ليا غادي يبكي عندا يشوف لياما
"You, don't talk even if you showed her that are upset. ",واش ماتش تاكلش حتى ولو شوّفتها هادشي منزعج.
i wont be late,مابغيتش نتأخر
what do you want me to say,واش مابغيتي ليا نقول
you need help,واش حاجة عاون
can we talk about how different our parents' lives were at our age?,مانستطيعش نتناقشو عليه كيف كان الفرق بين حياة والدينا في عمرنا؟
you are too late to borrow a car,تعطلي بزّاف باش تستعير سيارة
he is minor dad going to jail,راه ولد صغير دخل السجن
I have bad news for you,عندي خبر سيئ ليك
I'm confused about this subject.,أنا محتار في هاد الموضوع
I'm really looking forward to it now!,أنا بزّاف بزّاف عليه الآن!
"family stuff, my son lives in Paris",خاص العائلة، أبني يعيش في باريس
I think they'll be a hundred and twenty.,كانظنّ أنّهم غادي يكونو 100 و 20.
 I'm waiting for you to show me when is your RDV,كانتسنّا فيك تشوفني متى رادارك
if only I could block him,كون غير قدرت نديره
i think is not necessary to use them,مانضنش غير ضروري نستعملها
he never slapped her,واش مايضربها
My stomach hurts,معدتي تؤلمني
I'm retired,أنا متقاعد
we need to put in efforts,خاصنا نديرو جهد
this boy bullies me,هاد الولد سخر مني
The floreist was nice,ليا كولوريا كانت لطيفة
i like rainy weather,أنا أحبّ طقس ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديالك ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
i'ii double check and let you know,أنا غادي نراجع ونعلمك
Oh you are so funny,أوه، هادشي بزّاف
i will hid this barking dog,غادي نخفي هاد الكلب
do you know where else i could try?,واش عارفين فين غيري قدرت نجرب؟
is this path cleared,هاد الطريق خالي
How is she?,كيف هي؟
i thought that he will elevate,كانضن ليا غادي يصعد
too expensive,غالية بزّاف
Mr.,راه
"In the meantime, shall we open a bottle?",في الوقت الحالي، واش نفتح قنينة؟
you think i'm stupid,تانفكّر أنا غادي غادي
you should never do drugs,مابغيتيش ندير ديال ديال ديال ديال ديال ديال ديال
i should shower with you,أنا غادي نمشي معاك
let's go we don't want to be late,خلينا نمشي مابغيتش نتأخر
this hurt my feeling,هادشي جرحت مشاعري
without changing the sheets,بلا تغيير لأوراق
As if we wanted tourism and outings. ,كما لو كنا نرغب في سياحة و نزهات
I dont think sit down there,مانضنش غادي نجلس هنا
i thought that  this medcin works,كانضنت هادشي ديال ديال ديال ديال ديال ديال
i like this car,كانعجبني هاد السيّارة
I'm waiting for you to get back from voyage,كانتسنّا فيك ترجع من سفرة
Like what?,كايك ما؟
im close to homt hok,أنا قريب من هوم هوك
if only I could support you,كون غير قدرت نديرك
"I have three children, two girls and one boy",عندي ثلاثة أطفال و فتاتان و ولد واحد
i will bring a lock to put on it,أنا غادي نجيب قفل ندير عليه
i will take my pay,أنا غادي ندير ليا
sorry,نا نا نا هادشي
i will recompensate you,أنا غادي نعوضك
i'm just talking,أنا فقط نتكلّم
They're doing it for your own good,كايديرو ليا دارو معاك
"It should allow us to join the river, and the river runs towards the village",غادي يسمحو نا نا ناضم النهر و النهر سيرو نحو القرية
When will you learn to distinguish between good and evil?,متا غادي تتعلّم تفريق بين الخير والشر؟
"But if you want to go further, for example in research or engineering, then you'll need skills and degrees that only higher studies can give you.",ولكن واش بغيتي نمشي بزاف، على سبيل المثال في البحث أو الهندسة، عندها ستحتاج لمهارات و درجات لا غير الدراسات العليا تعطيك.
you bully people,واش تاكلش ناس
how much i have,واش ليا هادشي
Are they the same?,أشنو معا؟
our new neighbors are too loud,جيراننا الجدد صاخبين
i will carry weight with yoy,أنا غادي نحمل بزّاف
the new brands are good,ماركة جديدة جيّدة
There are fishermen wading in the river as well,هادشي صيّادين يتجولون في النهر
take the money and go shop for us,خُذ المال واش نسوق لنا
Here is the menu,ها هي القائمة
its hard to live in dark,صعيب ليعيش في الظلام
I don't have any battery,ماعنديش بطارية
this is bad news,هادشي أخبار سيئة
they are sitting alone and they like it,راه غادي غادي ليا غادي ليا
you should never force yourself during excerice,مابغيتيش تحركي باش تا باش باش تاي بزّاف بزّاف بزّاف بزّاف
that's a bit of an exaggeration,هادشي قليل من المادّة
Have you tried solve this exercce,عمرك جربتي حلل هاد الفرس
take this too,خدي هادشي خاصك
it is weird,راه غريب
I think of taking my meds,كانفكّر في أخذ دوائي
i won't wash plates yet,مابقيتش غادي نغسل
it wont suffice,ماشي غادي نحسّر
Have you been able to participate in the meeting anyway?,عمرك قدرتي على المشاركة ف الاجتماع على اية حال؟
now tell me how long have you been an apprentice chef?,واش قل ليا متي كنت طبّاخ؟
Let me confess to him,خليني أسلم ليه
my uncle brought me a bouquet of flowers last week,عمي جلب ليا باقة من الورود الأسبوع الماضي
chew the fat,مزّق الشحم
the book is on the shelf,هاد الكتاب على الرف
i love watermelons,أنا أحب البطيخ
you need to see a doctor,خاصك تشوف طبيب
the devil fooled me,الشيطان خادي ليا
"One day they spend the night at our house, and she was speaking to her aunts. ",نهارا واحد قضو ليل في بيتنا، و هي كانت تتكلّم مع عمّاها.
go clean the sheets,سيري ليا غادي ننظف الماسات
i will be late,غادي نتأخر
"Certainly, sir.",بالتأكيد، يا سيدي.
i will not be harsh on my chidren,أنا مانكون قاسيا على ليا دارين
No offense to your friend...,بلا إهانة لصديقك
i want to study arts,بغيت ندرس فنون
Don't do the surgery,ماعندكش تادير ديال الجراحة
it's my life,هادي حياتي
take me with you,خديني معاك
you listened well,واش ماسمعتيك بزّاف
i meet her in the street,قابلتها في الشارع
serious one just began,هاد واحد خطير هادشي
i have a problem with you,عندي مشكلة معك
he earts at 4,راه غادي تا غادي
Our office is on the four hundredth floor and I have to take the stairs every day,مكتبنا في الطابق ال400 و أنا غادي نصعد السلالم كل يوم
we have an experiement on a rat,عندنا تجربة على جرذ
just with time,بزّاف مع الوقت
Ok OK.,واش وا وا وا وا وا وا.
i smell bad,أنا شمّت بزّاف
if only I could leak the exam,كون غير قدرت نسرّب الفلوس
who are they ,راه هادشي هادشي
"Yes, but let's save it",نعا، ولكن دعونا نحفظها
Is this the first time you've been on a plane?,واش هاد أول مرة كنت على متن طائرة؟
Probably not.,من المحتمل ماشي.
how do people greet each other in this culture?,كيف ناس تحيو معاها في هاد الثقافة؟
It'll be fun!,غادي يكون ممتع!
are you taking breakfast,واش تاكل فطور
i will give you dinner,أنا غادي نعطيك عشاء
"But the reality is bit less romantic - it's mostly deafness, forgetfulness, and aches and pains.",و لكن الواقع قليل من الرومانسية في الغالب الصمم، النسيان، والألم والوجع.
what have you done,أشنو ليك عفاك
i woke up early,إستيقظت بزّاف
nothing  comes off easy,هادشي هادشي هادشي هادشي
i ddidnt want to make your marry,مابغيت نجري زواجك
that suits me,هادشي هادشي ليا
god has a plan,الله عنده خطة
i made my hair today,أنا غاديت شعري اليوم
Just round the corner,كونو عند الزاوية
you think I will be scared of you,تانفكّر أنا غادي نخاف منك
He has a lot to talk about,عنده بزّاف بزّاف يتكلّم عنه
He covered his face and wept,راه غامد راسه و راه
You should always be an optimist person.,عمرك تاكون باش فاكسية
welcome miss,مرحبا باش نتا
i hate bath,ماكرهتش حمّام
requires paint,حاجة ديال الدباغة
let me taste the sauce,خليني نتذوق الصلصة
if only i had heritage,كون غير قدرت نا غادي ندير
if only I could pass from this storm ,كون غير قدرت نعبر من هاد العاصفة
chimio sessions are expensive,ديال شيمو غالية
good bless you,خير ليك
some bottle of cold water,بزّاف بزّاف ماء بارد
go close the window,واش غادي تا غادي نافدة
I dare you to negotiatie a cheaper price,نتحداك تا غادي ندير سعرة رخيصة
"Thank you for your help, Doctor",شكرا على مساعدتك يا دكتور
i adopted a kitten from the shelter,تبنّيت قطة من الملجأ
do you understand ?,واش تفهم؟
i will scare you,أنا غادي نخيفك
you need to invent,بغيتي تخترعي
why don't you want to endure the pain,علاش مابغيتيش تتحمل الالم
last price,السعرة الأخيرة
cry all you want no one cares,راه كل مابغيتيش ليهتف ليه
I dont think  he will explain this lesson,مانضنش غادي يشرح هاد الدرس
he didn't sleep,راه ماعاش
you are making me angry,مابغيضني؟
watching other people,راه ناس آخرين
he didnt wanna work,راه مابغيش يعمل
cant say nothing,مانستطيعش نقول ماشي
this is called spoil,هادشي مسمّاه فلوس
this is an excellent way to improve work relationships,هادشي طريقة ممتازة لتحسين علاقات العمل
go watch over them,سير ليا يحرسو عليهو
did you finsh your work,واش واش تزيني ليك ديالك
"It's okay, it's just that I don't want to do anything",لا باس، هو فقط مابقيت مابغيتيش نديرش شي شي حاجة
this is the car i want,هادشي هاد السيّارة التي أريدها
i work till the night,أنا أعمل حتى الليل
go to your grandma,سيري لجدتك
this is dangerous,هادشي خطير
there is many podcast out there,راه راه بزّاف باش بزّاف بزّاف
akcohol is forbidden,كوكول ممنوع
"You know, from where we fall, it doesn't make much difference",كما تعلم، من حيث نسقط، ماشي فرق بزّاف
i'am very busy now,أنا مشغول بزّاف بزّاف
i will get some menth,أنا غادي نجلب ليا ديال ديال
what are you doing here,أشنو هادشي هنا
you are too late to to swim,تعطلي بزّاف باش تسبح
I'll be there at that time,غادي نكون في هاد الوقت
surely,هادشي بزّاف
The cathedral is a bit further.,الكاتدرائية بعيدة بعض الشيء.
i don't know why i'am telling you this,أنا ماعرفش علاش غادي نجيبك هادشي
Are you afraid?,واش خايف؟
the education make you understand,علاش يفهمك فهادشي
i dont have capital,ماعنديش ديال راس
i did my homework,درّيت فروضي
we end s5 then we send,نهينا س 5 واين نرسلو
really,راني بزّاف
we will talk later,غادي نتكلّم لاحقا
see how you can do it,راه كيف تقدر تديرها
where is the bus station,واين هاد محطة الباص
Come open the door for me.,افتح الباب ليا
he is not good,هو ماشي بزّاف
go to your girlfriend,سيري لخليلتك
keep on laughing,واش نضحك
your son is not sick,ولدك غير مريض
you are well dressed,واش باش بزّاف
did you recieve the message,واش عاودتي الرساله
baby i'm close,أنا قريبة مني
Have you tried to sleep after lunch,عمرك جربتي النوم بعد الغداء
Don't follow him,مابغيتيش يتبعوه
i'am waiting for you next to the room,كانتسنّا فيك بزاف الغرفة
she looks poor,راه راه بزّاف
Take a sweet,خدي حلو
eat meat,تاكل لحوم
let me sleep,خليني نم
this is really good,هادشي بزّاف بزّاف
why are you mad,علاش ماعندك
This road is long,هاد الطريق طويل
do I take it by force,واش نديرها باش بقوّة
Are you afraid of cats?,أتخافي من القطط؟
i went to my car,ذهبت لسيارتي
Let me get our of the sun,خليني ندير شروقنا
we bought book from library,شرينا كتاب من مكتبة
this place see first time,راه هاد الدار لأول مرة
"I'm not saying no for the scarf, because I'm really cold.",مابغيتش مابغيتشش نهاد من الوشاح، لاني بارد جدا.
the team really pulled together today,الفريق كانو معا اليوم
Or we could just press the alarm button.,أو يمكننا فقط ضغط زر الإنذار.
i need to pay my taxes,خاصني ندفّع ديال ديال ديال ديالي
you should never charge yourself up,مابغيتيش تاكلّف على راسك
Ten points for the oral speech,ديال بزّاف بزّاف لخطابة شفهية
well come to mine,راه تاتي ليا ليا
work is scarce,العمل شحال
they fired him quickly,طاردوه بزّاف
she needs to stay in hospital now,خاصها باش تبقى في المستشفي ديالها
if only I could plot something bad to him,كون غير قدرت نخيّر شي شي حاجة سيئة له
we went aroad,مشينا بزّاف
i will convince you easily,أنا غادي نقنعك بسهوله
i will write you a marriage certification,أنا غادي نكتب ليك شهادة زواج
february,دار العيد
are you having diner,واش غادي تاكل ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
be good to everyone,كونو طيبين مع كل واحد
let us go,خلينا نمشي
does he have cigarette,هادشي ديال ديال ديال ديال ديال السيجارة
come on move,هيّا تحرّك
why you dont wanna lend money,علاش مابغيتيش تعير المال
be good to your lover,راه لعشيقك
you changed,تبدلتي
i thought that you will put phone in your bag,خيّنت غادي تدوّر تليفونك في كيسك
I remember opression ,أنا ماكرهت فهاد الغطس
deal with it alone,معاك معاه معاه
he did go oversea illegaly,واش غادي غادي غير شرعي
how many people do like this,واش راه ناس هادشي هادشي هادشي
when i didn't you you called me,واش مانقدرتش تناديني
I agree with you,أنا موافق معك
i did make my bed,أنا غادي ندير ليا ديال ديال ديال ديال ديال ديال ديال ديال ديالي
she wears green dress,كانت تلبس لباس خضر
what's your favorite holiday tradition?,راه ديالك ديال العطلات المفضلة؟
i'm good ,أنا بخير
he has bad qris,راه بزّاف بزّاف
it comes by itself,هادشي من نفسه
i'm with them,أنا معاهم
we forsake everything,واش نتخلي على كل شي
you will stay like this ,غادي تبقين هكذا
I'm waiting for you to gent lentils,كانتسنّا فيك لعدس
maybe,ربّما
this is foolish,هاد هاد الحماقة
when you make it with plack,نتا غادي نمشي مع بلاك
this job is stable,هادشي هاد الشغل مستقر
Why don't you want to agree with me,علاش مابغيتيش توافقني
i have started exercices a long time ago,أنا غادي نبدا ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
i feel pigeons are spying,كانحسّس فهاد الحمامات تجسّس
I think those shoes are very good looking,كانضن هاد الحذاء راه جيّد
the goal came in the dying minutes of the match,هادي هاد الهدف في الدقائق ديال المباراة
but he will never forgive him,لكنّه مابقيش غادي يغفر ليه
you need to stay together ,خاصك تبقو معاك
i wont cry this much,أنا مانبكيش هادشي بزّاف
"It is empty calories, which makes the ducks fat and more likely to sink.",راه غير سعرات حرارية، مما يجعل البطة دهون واكثر احتمالا تهاب.
What a pleasure to meet you,راه تشرفت بلقاءك
listen under water,صرخي تحت الماء
if I did find something I wouldn't have come,لو كنت وجدت شي حاجة ماكنت لآتي
i think if this man drinks,كانفكّر واش راه هاد الرجل
i thought that  he will leave me alone in house,كان كيسحاب ليا غادي يترك ليا في دار
He killed him,راه قتل ليه
this is the wedding gift,هاد هي هدية الزواج
What do you mean by toppings?,ماقصدك بزّاف؟
I pay it my debt,راه ديال ديال ديال ديالي
we are poor but thankful,كنّا فقراء ولكنّنا شاكرون
Beet in harira. Oh my god. ,ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديالك ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
this makes me happy,هادشي هادشي فرحني
i didn't go,مابقيتش ماذهبت
I think of doubling dosage,كانفكّر بجرعة مضاعفة
he was shattering glasses,راه كان يحطّم نظار
if only i draw well,كون غير قدرت نرسم بزّاف
I dont think i will  sleep,مانضنش غادي ننام
you need good behaviour,واش مابغيتيش هادشي
his weeding,راه ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
where is your man ?,فين رجلك؟
I go out once a week.,أنا نخرج مرة في الأسبوع.
what you have,واش عندك
I'd actually rather present my pitch directly to you.,في الواقع أفضل أن نعرض ليا ديال ديال ليك.
everyone is respectful with her,كُلّ شخص يَحترمُ مَعها
again,مرّة أخرى
want a pastilla of chicken or fiche,بغيت فستلة دجاجة أو فلطة
yesterday insects attacked farmers,البارح راه ديال الفلاح
I just wanted to try,أنا فقط أردت أن أجرب
Let me grab he wall,خليني نقطع هاد
Let me hug you,خليني نعانقك
And alcohol in the glasses.,وكحول في الكؤوس.
if feel dizzy,واش ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
do whatever you please dont mind,واش مابغيتيش مابغيتيش ديالك
"I'm afraid that when Ramadan comes, I'll return to how I was.",غادي نخشي فعندما يأتي رمضان، غادي نرجع لكيف كان حالي.
"No, not really.",لا، ليس في الواقع.
i will take my meds,أنا غادي ناخد دوائي
not everyone know,مايعرفه الجميع
they race with cars,واش يتسابقو بسيارات ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
i feel cold,أنا باش بزّاف
i cant say anything now,مانقدرش نقول شي شي حاجة
you should never organize your time,عمرك مابغيتيش تنظّم وقتك
I'm not sure,ماشي عارف
I am sick,أنا مريض
half an hour,نصف ساعة
But that doesn't tell me what the glasses are doing in this case?,و لكن هادشي ماقصّد ليش هاد الكؤوس ف هاد الحالة؟
hand me the paper bag.,سلّم ليا كيس الورق.
i did see you work,أنا غادي نشوفك تعمل
he is near the electricity ,راه قرب الكهربة
I think if this place is safe,تانفكّر إن كان هاد المكان آمن
i dont know this name,ماعرفش هاد الاسم
i need to pay off my debt,خاصني نرجع ديان ديالي
i'am eating minced meat,أنا غادي ناكل لحم فلوس
if only I could fight him,كون غير قدرت نقاتله
Are you ready?,واش جاهز؟
just a bit,شوية بزاف
man,راه
we need to work seriously,خاصنا ندير بزّاف بزّاف
i will invite you,أنا غادي ندعوك
This needs to be sorted out quickly,هادشي بزّاف ديال ديال ديال بزّاف ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
anyway,راه
i keep you company,أنا غادي نرافقك
go infront of me,سيري فوقي
She's moving objects in the rooms,تتحرّك بزّاف بزّاف بزّاف
A car hit a cyclist.,سيارة ضربت دراجة
scared,راه
At the same time,في نفس الوقت
until morning,حتى الصباح
hear from me,سمعو مني
i think if this decor will be fit,أنا غادي نحسّن هاد المزيّن هاد هاد اللياقة
no one can change,مايمكن لأحد أن يغيّر
what will you study,أشنو غادي ندرس
bring your sis,هاد ليك اختك
im tired,أنا مُتعّب
Have you tried to climb on a horse,عمرك جربتي تتسلق على الفرس
Let's run together,خلينا نسير معا
how do you feel about your individual performance and contribution to the game?,كيف تحسّن على أدائك الشخصي و ديال للعبة؟
Why don't you want to put the knife in your pocket,علاش مابغيتيش تضعي السكين في جيبك
i will look for her,أنا غادي نفتش عليها
can you give me passcode,واش تقدري تعطي ليا شيفرة ديال ديالك
you will suffer with him,غادي تعاين معاه
a mosquoto bites me,شوية ديت ليا
I'm full.,أنا كامل.
"Besides, a child came and insulted me!",بزّاف، ولد جاء واشدني!
they are absent,راه غاهين
Don't turn off light,مابقيتش تطفئ نور
"But it's your birthday, we'll do whatever you want",لكن هاد عيد ميلادك، واش نديرو مابغيتي
I would like to study more about the planet and how we can change our behaviour for the better,بغيت ندرس المزيد عن الكوكب و كيف نغيّر سلوكنا للأفضل
I prefer croisant than bread,أنا أفضل الكريسان على الخبز
say hi to your mom,سلّم على أمّك
he deserves this,راه هاد هادشي
without killing the bug,بلا قتل الحشرة
it is what it is,هادشي هادشي
the draught killed the agriculture,ديال ديال ديال ديال الزراعة
remember that time we pulled off that epic prank on mom?,أتذكرين تلك المرة التي كنا ندير فيها مزيانة على ماما؟
when i went to pay the news were spread,واش غادي ندير الأخبار
Only once I've finished my drink!,مرّة واحدة نهيت شرابي!
I've never had it,مابقيت نديرها
impressive,راه رائع
this teacher is catholic,هاد المعلم كاثوليكية
i will open the door,أنا غادي نفتح الباب
learn you parents skills,تعلّم ليك ديال الوالدين
god help you,راه الله عاينك
my mother rewarded me,أمّي كافئني
can you please sing a song?,واش تقدر تغنّي لأغنية؟
my sister is religious,شقيقتي متدينة
this game is famous,هاد اللعبة مشهورة
wa want cake,واش نتا كيكة
i will go to them,أنا غادي نمشي أليهم
he needs you,راه حاجة ليك
Are you visiting the town? I don't think I have seen you in here before,مانضنش زرت المدينة؟ مانضنشش نشوفك هنا من قبل
i'am capable of myself,أنا قادر على نفسي
"Since we're having an unexpected moment together, explain to me what you're working on right now",بما أننا نمري بلحظة غير متوقعة معا، فسر ليا ماكنت تعمل عليه في الوقت الحالي
Excuse me,إعذريني
i understood the lesson,فهمت الدرس
Have you tried to meet a doc,عمرك جربتي تقابلي طبيب
do you have kids?,واش عندك أطفال؟
are you done yet,مابقيتي عليه بعد؟
he doesnt know this,ماعرفش هادشي
i was planning to sit,كنت نخطط للجلوس
I don't know,مانعرف
He employs a new gardener,يوظّف بزّاف جديد
i will gonflate the ballon,أنا غادي غادي نغمّس البالون
dont overcomplicate,بلا مايزيد من العلاقة
i was 17yo,أنا كُنْتُ 17.
i'm too poor lol,أنا مسكينة بزّاف بزّاف
Ah!,آه!
Hopefully your boss will be able to appreciate that,تمنّا رئيسك سَيَكُونُ قادر على تقدّر ذلك
How terrible,راه
why are you pesimist,علاش ليك شوية
Are there any women around you that you find difficult to deal with?,مانوجد شي شي من عندك تاجدي صعيب باش تتعاملي مع؟
close the window before getting out,أغلقي النافذة قبل خروجك
I'm sorry,أنا آسف
about coming,واش غادي نمشي
Let me get you back to house,خليني نرجعك لبيت
How much do you sell it?,كيف باش باش تبيعها؟
can you search with me for a product,واش تفتشي ليا بزّاف ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
i'm trying a new recipe for dinner,غادي نجرب وصفة جديدة على العشاء
i agree with your terms,أنا موافق مع شروطك
my brain is frozen,دماغّي مجمّد
i will facilitate your job,أنا غادي نسهل على عملك
i did pass ,أنا ماررت
you are generous,بزّاف بزّاف
So that's your alcohol sorted.,هادشي هادشي ديالك الكحولي
is she her enemy,هادا عدوها
go when he says so,غادي غادي يقول هادشي
what is your number,ما هو رقمك؟
i should find nothing please,أنا غادي نا ماجدش شي حاجة بزّاف
And would you like ice in it?,واش تروقك تجمّد فيها؟
I always use it,أنا دابا نستعملها
he told me that he will give me all the money I lost,قال ليا ليا غادي يعطيني كل المال الذي خسرته
i need someone to manage the store,خاصني ندير هاد المحل
ready for the weekend?,جاهز لعطلة نهاية الأسبوع؟
I just want to take a long hot shower and have a beer.,أنا فقط بغيت نا ناخد دش ديال بزّاف و ناخد بيرة
if only I could take my right,كون غير قدرت ندير ليا الحق
i had no energy to answer you,ماكانلديش طاقة نجيبك
we were listening to the gentle rustling of leaves and feeling the cool breeze,كنّا نستمع لزّاف لأوراق و نحسّ بزّاف بارد
when the work is imorived we will hire people,عندمّا العمل غادي نغيّر ناس
i will elevate your mood,أنا غادي نرفّع مزاجك
you are too late to drive a car,تعطلي بزّاف باش تقود سيّارة
sweet,راه
Long time no see,ديال طويلة مانشوف
I can't promise anything by myself,مانستطيعش نقطع شي شي حاجة بوحدي
this is not true,هادشي غير صحيح
you need a candle,بغيت شمعة
be optimistic,كون بزّاف
we cant go this week,مانستطيعش ندير هاد السّبوع
i have a question for you ,عندي سؤال ليك
When are you going to inspect the dog to see if he has any disease?,متي غادي تفتش الكلب لتعرفي إن كان عنده مرض؟
I asked the bank for a loan,أنا طلبت من البنك ديال ديال ديال ديال ديال
go to country side,سيرو لبلادك
"I will get them out as soon as I can, but I only have two hands.",أنا غادي نخرجهم في أقرب وقت ممكن، ولكن عندي يدين فقط.
that are under,هادشي هادشي ديال هادشي
how we gonna finish the party,كيف سننهي الحفلة؟
show him ,شوّف عليه
where did you get in your work,من أين وصلتي في عملك؟
god help the poor,علّا غادي ديال المساكين
go look elsewhere,واش غادي نشوف غيرك
I've really struggled to understand what it is I have to do,عانيت بزّاف باش تفهم هادشي ماعليّ فهادشي
He isn't used to cooking,راه مايقدر على طبخ
i want fish minced meat,مابغيش فلوس فلوس فلوس
I dare you to to revise without resting,نتحداك ت نراجع بلا راحة
who is there in the school,هادشي في المدرسة
you should never pray late,عمرك تاوصلي بزّاف
Why don't you want to be an administrator,علاش مابغيتيش تكون مدير
what's your favorite color ?,ما هو لونك المفضل؟
i'm convinced that our shared memories are like our own treasure,أنا مقتنع من أن ذكرياتنا المشتركة هي مثل كنز خاص بنا
I'm done,أنا غاديت
you are too late to slow down,تعطلي بزّاف باش تبطئي
and went one week at her motehrs,و مشيت بأسبوع واحد عند موتير ديالها
what is its name,راه هاد الاسم
Don't invite him,مابغيتيش تدعوه
you left him,خليتي ليه
his head is like a rectangle,راسه كا مستطيل
this what I were looking for,هادشي هادشي ماكنت نبحّس عليه
where are we going,فين غادي نمشي
do what you can,ديال ما تقدر عليه
what do you like to do during winters,واش بغيتيش تديرو ف فصل الشتاء
I dare you to rob this big man,نتحداك ت سلب هاد الرجل الكبير
it's a significant part of history,هاد جزء مهم من التاريخ
I really can't say,واش مانقدرش نردد
Don't answer,واش ماجيبش
be quick we are very late,سيري باش نتأخر بزّاف بزّاف
he is busy,راه مشغول
i'm proud of you daughter,أنا فخور بإبنتك
I'll take my nap then,أنا غادي نمشي غادي غادي
"Everyone is sleeping, I'm keeping watch over them.",كُلّ شخص يَنعس، أنا غادي نراقبهم.
I am getting fed up now,أنا غادي نتا غادي نتا
Which play will be played?,واش لعبو؟
if only I could think about you more,كون غير قدرت نفكّر فيك بزّاف
could you let me know if there's a discount available for students?,واش تسمحي لي باش نعرفو لو كان عندك خصم للدارسين؟
What is your name?,ما هو اسمك؟
we will bear the reponsability,غادي نتحمّل الرجعية
With our company name being XX we cannot possibly let them know that we are stuck in our own lift,كون اسم شركتنا هاد عشرينا مانستطيعش ندعهم يعلمون باننا عالقون في مزيان خاصنا
because you will suffer,لأنّك ستعاني
see if you want soemthing,سيري مابغيتيش راه
how to do it,كيف نديرها؟
i will talk to him,أنا غادي نتكلّم معاه
This meat is difficult to chew,هاد اللحم صعب المضغ
too much pain in this work,راه بزّاف في هاد العمل
i'm hungry lets go to this place,أنا غادي نمشي في هاد الماكنة
I'm scared looking out of my second-floor window at home!,أنا خشيت من نظار من هاد النافذه الثانية في البيت!
estimate a measure,راه خسّر
i want to do something new in my life,بغيت ندير شي شي جديد فحياتي
he need to be wipe a little this peach  belong to someone,ليا غادي يمسح قليلا هاد الخوخة ديال ليا هادشي
you are still young you  know nothing,واش مابقيتيش صغيرة واش عارف ماشي عارف
They formed a nice singing group.,شكّلو مجموعة غنائية لطيفة.
Maybe that's why Aicha doesn't like me,علاش هادشي كايشا مابغيش ليا
you should never think abour this,عمرك تفكّر ديال هادشي
we found her outside,وجدناها في الخارج
today i washed my teeth,اليوم غسلت أسناني
"Do you want beets with them, too?","واش مابغيتيش نخيل معاهم,ايضّا؟"
you run out of tricks,نفدت من الحيل
the cat is sleeping on the couch,القطة راقدة على الارقة
i was in a rush,أنا كنت بزّاف
shut up,واش غادي
Don't  go to grocery cshop,مابغيتيش تشوفي بزّاف بزّاف بزّاف
tie your hair,ربطي شعرك
